LP_addr,balance,locked_amt,unlock_time
0x000afce0e19523ca2566b142bd12968fe1e44fe8,457.613877283104,1011.0,1727913600
0x001b71fad769b3cd47fd4c9849c704fdfabf6096,8499.305178843211,8980.0,1790208000
0x002570980aa53893c6981765698b6ebab8ae7ea1,119387.79011796042,126140.0,1790208000
0x006d559fc29090589d02fb71d4142aa58b030013,97.0443112633183,100.0,1793232000
0x008ed443f31a4b3aee02fbfe61c7572ddaf3a679,1088.5833143074624,1100.0,1795651200
0x009ec7d76febecabd5c73cb13f6d0fb83e45d450,10654.16834094371,11200.0,1790812800
0x02ae6dfaffc2c1f410fcad1f36885f6cc8b677d5,480.8969636605771,1009.0,1730937600
0x034e1f7a66b582b68e511b325ed0ccb71bb4bc12,7205.494868911734,15919.0,1727913600
0x03d4682823c33995184a6a85a97f4ca1715c9d5c,289.0635652587517,25051.0,1672272000
0x054efb6d55466ba2ffb4133f39ae67985a314bed,6885.0468925038085,33083.0,1697068800
0x05a79e69c0dcb9335cbfa5b579635cbbd60f70ba,7244.309629566206,15837.0,1728518400
0x05b2716d750f50c4fcd2110c5bff3f74bf0910e6,739.8452922374421,744.0,1796256000
0x05c01104bd6c4c099fe4d13b0faf0a8c94f11082,44432.66036415539,106026.0,1723680000
0x06a2006ca85813e652506b865e590f44eae3928a,1388.3051560121803,3100.0,1727308800
0x0705adac1869aa2648ddcf00da24b0ab6b76ede1,3049.653043949756,44151.0,1679529600
0x0848db7cb495e7b9ada1d4dc972b9a526d014d84,19885.304046613284,2948381.0,1671667200
0x0a8162d91d6bf4530950e539068c75f7ddf972bc,510.5358002283127,534.0,1791417600
0x0b5665d637f45d6fff6c4afd4ea4191904ef38bb,3183.883181126325,10000.0,1710979200
0x0be1b7f1a2eacde1cf5b48a4a1034c70dac06a70,367.78762766362325,4979.0,1680134400
0x0c16b6d59a9d242f9cf6ca1999e372dd89a098a2,414.27872907153613,1000.0,1723075200
0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,15390.556961377495,16261.0,1790208000
0x0d04e73d950ff53e586da588c43bb3ac5ae53872,4657.027739155231,17853.0,1703721600
0x0daefc5251f8f7f5a5dc987e8a6c96d9deb84559,1343.5211187214597,3000.0,1727308800
0x0e0bab764f38d63abf08680a50b33718c98b90e6,7158.958841894985,7377.0,1793232000
0x0ed8486119b992258a3754decaa36bf8bed543e8,5386.207376141564,25881.0,1697068800
0x0efbdc4e858cbb269545d48f7b30ab260a3e5d10,385.45879109588975,3294.0,1685577600
0x0f1107f97af6ae6eb37a9d35060aaa21cdaa109f,14268.975456621027,15000.0,1790812800
0x11300251b903ba70f51262f3e49aa7c22f81e1b2,1473.9683592085241,1504.0,1794441600
0x1215fed867ad6eb5f078fc8b477a1a32eb59d75d,8847.436919330321,18752.0,1730332800
0x126bc064dbd1d0205fc608c3178a60c9706b482c,285.14821156773337,11000.0,1674086400
0x1280cfea89a214b490c202fa22688813df8d8c04,11315.872336377433,25000.0,1727913600
0x149756907221491eca8c5816a6b5d6b60fcd7d60,558.8751940639298,4980.0,1684972800
0x15558eb2aeb93ed561515a47441bf49250933ba9,473235.25494672754,500000.0,1790208000
0x15a919e499d88a71e94d34ab76986799f69b4ff2,2449.1807572298417,4940.0,1733356800
0x15abf18f424cd2755e9d680eeeaa02bc00c1f00e,104.00103443683446,9013.0,1672272000
0x1758bc68a87abfede6a213666d15c028f2708b2b,719.2146130136974,1494.0,1731542400
0x1843c3d1dd3e2564fada8ea50bb73819c6b53047,3270.9470216894983,3354.0,1793836800
0x184f19323defce76af86bb5a63aa976cd9f256d7,678.718666856923,6937.0,1683158400
0x1891c8d948bc041b5e7c1a35185cc593a33b4a6c,4829.8390119862825,5103.0,1790208000
0x1a9a6198c28d4dd5b9ab58e84677520ec741cb29,250.9605565068488,2565.0,1683158400
0x1c175ce4f8f3e8a16df7165f15057a82a88c025c,161.77954661339396,953.0,1692230400
0x1c7b100cc8a2966d35ac6cc0ccaf4d5cba463b94,23173.296642313624,236848.0,1683158400
0x1ddb98275a09552b5be11e8e3118684ed6a809fc,2208.1178652967956,7500.0,1707955200
0x1e2394b6b88f9329127d98347f6e696e4af33e13,36.490678462709205,494.0,1680134400
0x1f3bcd409b2b2d88259aca77115e858ea3c65e9c,972.3930745814292,2000.0,1732147200
0x1fac06467b7d9c3a9361f42ab7bd09e6a5719ec7,77713.30060216923,81285.0,1791417600
0x2017ade0a289de891ca7e733513b264cfec2c8ce,2224.3026679984764,8527.0,1703721600
0x207372a1df51a428d1b7e8aa2c81f0225d0a94b3,2777.619105783872,2980.0,1788393600
0x2196b9fe1117df9324108d82dffc849492c23c14,9704.43112633185,10000.0,1793232000
0x25faf04c86f59e4e5f640a1a84432bedb3bed6b7,6564.555016742782,6832.0,1792022400
0x26e4674c09cbbf0b367aae65d8d08b112e307a53,461421.23477929865,490000.0,1789603200
